article_index,date,cluster,keywords
369,2023-11-09T14:37:10+05:30,3,"found, scientists, university, like, climate"
370,2023-11-08T18:08:10+05:30,3,"found, scientists, university, like, climate"
371,2023-11-07T21:47:04+05:30,0,"solar, space, earth, moon, asteroid"
372,2023-11-05T13:00:06+05:30,3,"found, scientists, university, like, climate"
373,2023-11-04T19:32:05+05:30,1,"space, nasa, mission, launch, astronauts"
374,2023-11-03T21:01:02+05:30,0,"solar, space, earth, moon, asteroid"
375,2023-10-30T23:23:25+05:30,3,"found, scientists, university, like, climate"
376,2023-10-24T22:27:18+05:30,3,"found, scientists, university, like, climate"
377,2023-10-21T09:01:17+05:30,2,"space, mission, launch, isro, indian"
378,2023-10-20T13:51:23+05:30,4,"cells, patients, cancer, virus, found"
379,2023-10-19T01:42:38+05:30,1,"space, nasa, mission, launch, astronauts"
380,2023-10-18T22:38:10+05:30,0,"solar, space, earth, moon, asteroid"
381,2023-10-15T22:50:57+05:30,2,"space, mission, launch, isro, indian"
382,2023-10-15T10:59:57+05:30,0,"solar, space, earth, moon, asteroid"
383,2023-10-15T10:56:58+05:30,2,"space, mission, launch, isro, indian"
384,2023-10-14T11:15:05+05:30,0,"solar, space, earth, moon, asteroid"
385,2023-10-13T19:18:19+05:30,3,"found, scientists, university, like, climate"
386,2023-10-11T16:08:51+05:30,1,"space, nasa, mission, launch, astronauts"
387,2023-10-09T14:12:46+05:30,3,"found, scientists, university, like, climate"
388,2023-10-07T17:32:23+05:30,0,"solar, space, earth, moon, asteroid"
389,2023-10-05T21:42:57+05:30,2,"space, mission, launch, isro, indian"
390,2023-10-05T09:46:20+05:30,3,"found, scientists, university, like, climate"
391,2023-10-04T21:19:57+05:30,0,"solar, space, earth, moon, asteroid"
392,2023-10-04T18:12:02+05:30,0,"solar, space, earth, moon, asteroid"
393,2023-10-04T13:18:13+05:30,3,"found, scientists, university, like, climate"
394,2023-10-03T15:22:31+05:30,0,"solar, space, earth, moon, asteroid"
395,2023-10-03T13:38:48+05:30,4,"cells, patients, cancer, virus, found"
396,2023-10-02T15:26:34+05:30,4,"cells, patients, cancer, virus, found"
397,2023-10-01T19:35:27+05:30,4,"cells, patients, cancer, virus, found"
398,2023-10-01T16:50:19+05:30,3,"found, scientists, university, like, climate"
399,2023-09-29T17:08:20+05:30,3,"found, scientists, university, like, climate"
400,2023-09-29T16:20:31+05:30,2,"space, mission, launch, isro, indian"
401,2023-09-29T11:54:53+05:30,0,"solar, space, earth, moon, asteroid"
402,2023-09-27T22:02:18+05:30,0,"solar, space, earth, moon, asteroid"
403,2023-09-27T18:13:02+05:30,1,"space, nasa, mission, launch, astronauts"
404,2023-09-27T17:29:49+05:30,1,"space, nasa, mission, launch, astronauts"
405,2023-09-27T08:01:25+05:30,2,"space, mission, launch, isro, indian"
406,2023-09-24T22:03:21+05:30,1,"space, nasa, mission, launch, astronauts"
407,2023-09-24T22:02:06+05:30,1,"space, nasa, mission, launch, astronauts"
408,2023-09-24T20:55:30+05:30,1,"space, nasa, mission, launch, astronauts"
409,2023-09-24T07:37:42+05:30,1,"space, nasa, mission, launch, astronauts"
410,2023-09-18T16:55:38+05:30,3,"found, scientists, university, like, climate"
411,2023-09-17T23:22:00+05:30,0,"solar, space, earth, moon, asteroid"
412,2023-09-15T21:17:02+05:30,2,"space, mission, launch, isro, indian"
413,2023-09-15T09:26:59+05:30,3,"found, scientists, university, like, climate"
414,2023-09-12T21:13:03+05:30,1,"space, nasa, mission, launch, astronauts"
415,2023-09-11T23:02:37+05:30,2,"space, mission, launch, isro, indian"
416,2023-09-11T21:51:25+05:30,3,"found, scientists, university, like, climate"
417,2023-09-10T18:24:02+05:30,3,"found, scientists, university, like, climate"
418,2023-09-09T13:19:37+05:30,2,"space, mission, launch, isro, indian"
419,2023-09-05T20:40:59+05:30,2,"space, mission, launch, isro, indian"
420,2023-09-04T20:21:29+05:30,2,"space, mission, launch, isro, indian"
421,2023-09-04T14:46:06+05:30,2,"space, mission, launch, isro, indian"
422,2023-09-03T07:54:24+05:30,2,"space, mission, launch, isro, indian"
423,2023-09-02T23:23:17+05:30,3,"found, scientists, university, like, climate"
424,2023-09-02T14:38:58+05:30,2,"space, mission, launch, isro, indian"
425,2023-09-02T12:38:28+05:30,2,"space, mission, launch, isro, indian"
426,2023-09-02T05:58:29+05:30,2,"space, mission, launch, isro, indian"
427,2023-09-01T19:58:56+05:30,2,"space, mission, launch, isro, indian"
428,2023-09-01T18:02:46+05:30,2,"space, mission, launch, isro, indian"
429,2023-09-01T14:34:45+05:30,2,"space, mission, launch, isro, indian"
430,2023-09-01T10:30:08+05:30,2,"space, mission, launch, isro, indian"
431,2023-09-01T07:14:01+05:30,2,"space, mission, launch, isro, indian"
432,2023-08-31T23:15:18+05:30,0,"solar, space, earth, moon, asteroid"
433,2023-08-30T20:06:14+05:30,0,"solar, space, earth, moon, asteroid"
434,2023-08-30T08:05:52+05:30,2,"space, mission, launch, isro, indian"
435,2023-08-29T09:30:33+05:30,1,"space, nasa, mission, launch, astronauts"
436,2023-08-29T06:57:44+05:30,2,"space, mission, launch, isro, indian"
437,2023-08-29T06:50:32+05:30,2,"space, mission, launch, isro, indian"
438,2023-08-28T13:53:53+05:30,0,"solar, space, earth, moon, asteroid"
439,2023-08-28T06:55:31+05:30,1,"space, nasa, mission, launch, astronauts"
440,2023-08-27T09:35:24+05:30,2,"space, mission, launch, isro, indian"
441,2023-08-27T06:39:08+05:30,2,"space, mission, launch, isro, indian"
442,2023-08-27T06:34:31+05:30,2,"space, mission, launch, isro, indian"
443,2023-08-26T13:33:15+05:30,2,"space, mission, launch, isro, indian"
444,2023-08-26T13:20:10+05:30,1,"space, nasa, mission, launch, astronauts"
445,2023-08-25T11:00:38+05:30,1,"space, nasa, mission, launch, astronauts"
446,2023-08-24T13:59:10+05:30,2,"space, mission, launch, isro, indian"
447,2023-08-24T07:27:16+05:30,2,"space, mission, launch, isro, indian"
448,2023-08-24T05:52:19+05:30,2,"space, mission, launch, isro, indian"
449,2023-08-23T18:03:38+05:30,2,"space, mission, launch, isro, indian"
450,2023-08-23T17:12:24+05:30,2,"space, mission, launch, isro, indian"
451,2023-08-23T12:05:49+05:30,2,"space, mission, launch, isro, indian"
452,2023-08-23T10:38:17+05:30,2,"space, mission, launch, isro, indian"
453,2023-08-23T10:17:09+05:30,2,"space, mission, launch, isro, indian"
454,2023-08-23T10:13:48+05:30,2,"space, mission, launch, isro, indian"
455,2023-08-23T05:53:09+05:30,2,"space, mission, launch, isro, indian"
456,2023-08-23T03:37:28+05:30,4,"cells, patients, cancer, virus, found"
457,2023-08-22T14:20:28+05:30,1,"space, nasa, mission, launch, astronauts"
458,2023-08-21T17:12:24+05:30,2,"space, mission, launch, isro, indian"
459,2023-08-21T15:01:03+05:30,2,"space, mission, launch, isro, indian"
460,2023-08-21T14:54:24+05:30,2,"space, mission, launch, isro, indian"
461,2023-08-21T14:24:00+05:30,2,"space, mission, launch, isro, indian"
462,2023-08-21T05:55:34+05:30,2,"space, mission, launch, isro, indian"
463,2023-08-20T07:18:39+05:30,1,"space, nasa, mission, launch, astronauts"
464,2023-08-19T21:37:14+05:30,1,"space, nasa, mission, launch, astronauts"
465,2023-08-19T20:42:14+05:30,3,"found, scientists, university, like, climate"
466,2023-08-19T06:06:57+05:30,2,"space, mission, launch, isro, indian"
467,2023-08-18T06:19:58+05:30,4,"cells, patients, cancer, virus, found"
468,2023-08-17T13:52:56+05:30,2,"space, mission, launch, isro, indian"
469,2023-08-17T11:01:07+05:30,3,"found, scientists, university, like, climate"
470,2023-08-16T21:36:52+05:30,4,"cells, patients, cancer, virus, found"
471,2023-08-16T16:10:54+05:30,1,"space, nasa, mission, launch, astronauts"
472,2023-08-15T23:51:14+05:30,1,"space, nasa, mission, launch, astronauts"
473,2023-08-15T22:13:53+05:30,0,"solar, space, earth, moon, asteroid"
474,2023-08-15T06:37:23+05:30,2,"space, mission, launch, isro, indian"
475,2023-08-14T12:24:08+05:30,2,"space, mission, launch, isro, indian"
476,2023-08-14T08:39:44+05:30,2,"space, mission, launch, isro, indian"
477,2023-08-13T18:24:01+05:30,4,"cells, patients, cancer, virus, found"
478,2023-08-13T00:30:28+05:30,2,"space, mission, launch, isro, indian"
479,2023-08-12T21:36:14+05:30,4,"cells, patients, cancer, virus, found"
480,2023-08-11T19:54:10+05:30,2,"space, mission, launch, isro, indian"
481,2023-08-11T18:40:21+05:30,0,"solar, space, earth, moon, asteroid"
482,2023-08-10T23:49:56+05:30,4,"cells, patients, cancer, virus, found"
483,2023-08-09T16:24:03+05:30,3,"found, scientists, university, like, climate"
484,2023-08-07T12:49:42+05:30,2,"space, mission, launch, isro, indian"
485,2023-08-06T22:06:54+05:30,2,"space, mission, launch, isro, indian"
486,2023-08-05T02:42:02+05:30,1,"space, nasa, mission, launch, astronauts"
487,2023-08-04T22:18:06+05:30,3,"found, scientists, university, like, climate"
488,2023-08-04T20:59:05+05:30,3,"found, scientists, university, like, climate"
489,2023-08-04T19:35:51+05:30,0,"solar, space, earth, moon, asteroid"
490,2023-08-03T09:55:22+05:30,2,"space, mission, launch, isro, indian"
491,2023-08-02T08:59:13+05:30,3,"found, scientists, university, like, climate"
492,2023-08-01T21:51:11+05:30,1,"space, nasa, mission, launch, astronauts"
493,2023-08-01T13:07:48+05:30,1,"space, nasa, mission, launch, astronauts"
494,2023-07-31T15:12:34+05:30,1,"space, nasa, mission, launch, astronauts"
495,2023-07-31T12:29:06+05:30,3,"found, scientists, university, like, climate"
496,2023-07-30T20:44:06+05:30,1,"space, nasa, mission, launch, astronauts"
497,2023-07-29T02:01:06+05:30,3,"found, scientists, university, like, climate"
498,2023-07-27T20:15:48+05:30,4,"cells, patients, cancer, virus, found"
499,2023-07-26T17:49:03+05:30,1,"space, nasa, mission, launch, astronauts"
500,2023-07-24T17:48:57+05:30,3,"found, scientists, university, like, climate"
501,2023-07-23T19:46:45+05:30,2,"space, mission, launch, isro, indian"
502,2023-07-23T11:48:08+05:30,3,"found, scientists, university, like, climate"
503,2023-07-22T13:26:06+05:30,4,"cells, patients, cancer, virus, found"
504,2023-07-22T09:56:02+05:30,3,"found, scientists, university, like, climate"
505,2023-07-21T14:02:08+05:30,0,"solar, space, earth, moon, asteroid"
506,2023-07-19T15:04:14+05:30,3,"found, scientists, university, like, climate"
507,2023-07-17T14:52:17+05:30,3,"found, scientists, university, like, climate"
508,2023-07-16T23:06:17+05:30,4,"cells, patients, cancer, virus, found"
509,2023-07-15T22:25:59+05:30,2,"space, mission, launch, isro, indian"
510,2023-07-14T21:39:40+05:30,0,"solar, space, earth, moon, asteroid"
511,2023-07-14T12:04:15+05:30,2,"space, mission, launch, isro, indian"
512,2023-07-12T21:25:26+05:30,0,"solar, space, earth, moon, asteroid"
513,2023-07-12T20:22:35+05:30,3,"found, scientists, university, like, climate"
514,2023-07-11T13:27:47+05:30,0,"solar, space, earth, moon, asteroid"
515,2023-07-09T22:41:06+05:30,0,"solar, space, earth, moon, asteroid"
516,2023-07-09T00:25:28+05:30,2,"space, mission, launch, isro, indian"
517,2023-07-07T20:08:37+05:30,0,"solar, space, earth, moon, asteroid"
518,2023-07-07T19:58:29+05:30,4,"cells, patients, cancer, virus, found"
519,2023-07-06T17:27:59+05:30,0,"solar, space, earth, moon, asteroid"
520,2023-07-06T00:02:28+05:30,2,"space, mission, launch, isro, indian"
521,2023-07-05T14:53:28+05:30,2,"space, mission, launch, isro, indian"
522,2023-07-03T17:57:48+05:30,3,"found, scientists, university, like, climate"
523,2023-07-02T14:53:48+05:30,3,"found, scientists, university, like, climate"
524,2023-07-02T11:39:50+05:30,3,"found, scientists, university, like, climate"
525,2023-07-01T17:35:38+05:30,1,"space, nasa, mission, launch, astronauts"
526,2023-07-01T14:10:26+05:30,0,"solar, space, earth, moon, asteroid"
527,2023-07-01T06:00:51+05:30,1,"space, nasa, mission, launch, astronauts"
528,2023-06-30T09:54:41+05:30,0,"solar, space, earth, moon, asteroid"
529,2023-06-30T06:23:19+05:30,1,"space, nasa, mission, launch, astronauts"
530,2023-06-29T07:10:34+05:30,0,"solar, space, earth, moon, asteroid"
531,2023-06-28T21:24:08+05:30,2,"space, mission, launch, isro, indian"
532,2023-06-28T17:32:56+05:30,0,"solar, space, earth, moon, asteroid"
533,2023-06-26T15:43:38+05:30,1,"space, nasa, mission, launch, astronauts"
534,2023-06-26T10:23:35+05:30,4,"cells, patients, cancer, virus, found"
535,2023-06-23T21:26:17+05:30,3,"found, scientists, university, like, climate"
536,2023-06-22T19:28:43+05:30,2,"space, mission, launch, isro, indian"
537,2023-06-22T17:26:08+05:30,2,"space, mission, launch, isro, indian"
538,2023-06-21T18:55:34+05:30,0,"solar, space, earth, moon, asteroid"
539,2023-06-20T12:49:49+05:30,4,"cells, patients, cancer, virus, found"
540,2023-06-18T05:47:23+05:30,3,"found, scientists, university, like, climate"
541,2023-06-17T05:56:37+05:30,0,"solar, space, earth, moon, asteroid"
542,2023-06-16T21:11:16+05:30,4,"cells, patients, cancer, virus, found"
543,2023-06-15T18:33:01+05:30,3,"found, scientists, university, like, climate"
544,2023-06-15T16:53:20+05:30,3,"found, scientists, university, like, climate"
545,2023-06-14T20:17:57+05:30,3,"found, scientists, university, like, climate"
546,2023-06-13T16:42:20+05:30,1,"space, nasa, mission, launch, astronauts"
547,2023-06-10T20:22:38+05:30,3,"found, scientists, university, like, climate"
548,2023-06-09T17:07:17+05:30,1,"space, nasa, mission, launch, astronauts"
549,2023-06-09T07:12:27+05:30,4,"cells, patients, cancer, virus, found"
550,2023-06-08T17:35:09+05:30,3,"found, scientists, university, like, climate"
551,2023-06-08T06:52:17+05:30,0,"solar, space, earth, moon, asteroid"
552,2023-06-05T19:46:27+05:30,3,"found, scientists, university, like, climate"
553,2023-06-04T02:13:47+05:30,2,"space, mission, launch, isro, indian"
554,2023-06-02T21:28:46+05:30,0,"solar, space, earth, moon, asteroid"
555,2023-06-02T14:21:58+05:30,0,"solar, space, earth, moon, asteroid"
556,2023-05-31T23:08:37+05:30,3,"found, scientists, university, like, climate"
557,2023-05-31T15:21:12+05:30,0,"solar, space, earth, moon, asteroid"
558,2023-05-31T00:02:57+05:30,2,"space, mission, launch, isro, indian"
559,2023-05-30T21:12:52+05:30,3,"found, scientists, university, like, climate"
560,2023-05-30T08:11:17+05:30,1,"space, nasa, mission, launch, astronauts"
561,2023-05-29T23:20:46+05:30,3,"found, scientists, university, like, climate"
562,2023-05-29T21:22:22+05:30,0,"solar, space, earth, moon, asteroid"
563,2023-05-29T15:46:30+05:30,1,"space, nasa, mission, launch, astronauts"
564,2023-05-27T10:36:14+05:30,1,"space, nasa, mission, launch, astronauts"
565,2023-05-24T11:19:27+05:30,3,"found, scientists, university, like, climate"
566,2023-05-22T22:43:37+05:30,3,"found, scientists, university, like, climate"
567,2023-05-22T20:16:26+05:30,3,"found, scientists, university, like, climate"
568,2023-05-21T15:37:50+05:30,4,"cells, patients, cancer, virus, found"
569,2023-05-21T13:48:01+05:30,1,"space, nasa, mission, launch, astronauts"
570,2023-05-20T10:39:33+05:30,3,"found, scientists, university, like, climate"
571,2023-05-18T06:36:39+05:30,0,"solar, space, earth, moon, asteroid"
572,2023-05-17T17:07:39+05:30,0,"solar, space, earth, moon, asteroid"
573,2023-05-15T21:13:53+05:30,0,"solar, space, earth, moon, asteroid"
574,2023-05-15T17:52:43+05:30,0,"solar, space, earth, moon, asteroid"
575,2023-05-15T11:31:52+05:30,3,"found, scientists, university, like, climate"
576,2023-05-11T15:47:50+05:30,4,"cells, patients, cancer, virus, found"
577,2023-05-09T12:16:22+05:30,0,"solar, space, earth, moon, asteroid"
578,2023-05-08T16:42:01+05:30,3,"found, scientists, university, like, climate"
579,2023-05-08T11:59:42+05:30,1,"space, nasa, mission, launch, astronauts"
580,2023-04-30T18:38:51+05:30,3,"found, scientists, university, like, climate"
581,2023-04-28T17:36:55+05:30,3,"found, scientists, university, like, climate"
582,2023-04-28T16:35:05+05:30,0,"solar, space, earth, moon, asteroid"
583,2023-04-28T14:26:26+05:30,3,"found, scientists, university, like, climate"
584,2023-04-26T02:16:58+05:30,1,"space, nasa, mission, launch, astronauts"
585,2023-04-25T21:32:34+05:30,4,"cells, patients, cancer, virus, found"
586,2023-04-23T12:38:07+05:30,0,"solar, space, earth, moon, asteroid"
587,2023-04-22T11:57:19+05:30,3,"found, scientists, university, like, climate"
588,2023-04-21T08:53:08+05:30,1,"space, nasa, mission, launch, astronauts"
589,2023-04-20T19:30:32+05:30,3,"found, scientists, university, like, climate"
590,2023-04-20T19:17:59+05:30,1,"space, nasa, mission, launch, astronauts"
591,2023-04-20T08:40:40+05:30,0,"solar, space, earth, moon, asteroid"
592,2023-04-17T19:09:32+05:30,1,"space, nasa, mission, launch, astronauts"
593,2023-04-17T11:37:39+05:30,1,"space, nasa, mission, launch, astronauts"
594,2023-04-16T16:03:52+05:30,3,"found, scientists, university, like, climate"
595,2023-04-15T16:15:50+05:30,3,"found, scientists, university, like, climate"
596,2023-04-15T16:03:29+05:30,1,"space, nasa, mission, launch, astronauts"
597,2023-04-15T14:40:22+05:30,1,"space, nasa, mission, launch, astronauts"
598,2023-04-13T12:59:07+05:30,1,"space, nasa, mission, launch, astronauts"
599,2023-04-12T08:47:08+05:30,1,"space, nasa, mission, launch, astronauts"
600,2023-04-11T12:00:24+05:30,3,"found, scientists, university, like, climate"
601,2023-04-09T17:34:09+05:30,3,"found, scientists, university, like, climate"
602,2023-04-08T08:29:51+05:30,0,"solar, space, earth, moon, asteroid"
603,2023-04-07T23:13:54+05:30,0,"solar, space, earth, moon, asteroid"
604,2023-04-07T18:02:29+05:30,1,"space, nasa, mission, launch, astronauts"
605,2023-04-07T17:34:01+05:30,1,"space, nasa, mission, launch, astronauts"
606,2023-04-07T15:36:53+05:30,2,"space, mission, launch, isro, indian"
607,2023-04-06T14:51:09+05:30,3,"found, scientists, university, like, climate"
608,2023-04-04T20:15:18+05:30,3,"found, scientists, university, like, climate"
609,2023-04-03T20:58:21+05:30,3,"found, scientists, university, like, climate"
610,2023-04-03T16:44:40+05:30,1,"space, nasa, mission, launch, astronauts"
611,2023-04-02T19:42:40+05:30,4,"cells, patients, cancer, virus, found"
612,2023-04-02T11:37:34+05:30,2,"space, mission, launch, isro, indian"
613,2023-04-01T11:43:31+05:30,3,"found, scientists, university, like, climate"
614,2023-03-31T13:45:59+05:30,3,"found, scientists, university, like, climate"
615,2023-03-29T18:21:20+05:30,0,"solar, space, earth, moon, asteroid"
616,2023-03-29T13:28:02+05:30,4,"cells, patients, cancer, virus, found"
617,2023-03-27T15:32:46+05:30,0,"solar, space, earth, moon, asteroid"
618,2023-03-26T16:17:37+05:30,3,"found, scientists, university, like, climate"
619,2023-03-25T13:30:53+05:30,0,"solar, space, earth, moon, asteroid"
620,2023-03-24T12:25:10+05:30,4,"cells, patients, cancer, virus, found"
621,2023-03-24T03:17:25+05:30,0,"solar, space, earth, moon, asteroid"
622,2023-03-23T14:56:52+05:30,4,"cells, patients, cancer, virus, found"
623,2023-03-23T13:24:42+05:30,3,"found, scientists, university, like, climate"
624,2023-03-23T06:16:12+05:30,0,"solar, space, earth, moon, asteroid"
625,2023-03-22T08:31:36+05:30,3,"found, scientists, university, like, climate"
626,2023-03-21T12:59:56+05:30,4,"cells, patients, cancer, virus, found"
627,2023-03-21T12:31:11+05:30,4,"cells, patients, cancer, virus, found"
628,2023-03-20T12:27:40+05:30,3,"found, scientists, university, like, climate"
629,2023-03-19T06:27:40+05:30,3,"found, scientists, university, like, climate"
630,2023-03-18T20:00:20+05:30,3,"found, scientists, university, like, climate"
631,2023-03-17T17:00:55+05:30,3,"found, scientists, university, like, climate"
632,2023-03-15T12:25:51+05:30,4,"cells, patients, cancer, virus, found"
633,2023-03-14T17:42:51+05:30,3,"found, scientists, university, like, climate"
634,2023-03-14T15:37:46+05:30,3,"found, scientists, university, like, climate"
635,2023-03-12T07:58:30+05:30,1,"space, nasa, mission, launch, astronauts"
636,2023-03-11T19:28:57+05:30,3,"found, scientists, university, like, climate"
637,2023-03-11T11:45:01+05:30,3,"found, scientists, university, like, climate"
638,2023-03-09T20:58:35+05:30,1,"space, nasa, mission, launch, astronauts"
639,2023-03-09T16:49:13+05:30,3,"found, scientists, university, like, climate"
640,2023-03-09T16:32:35+05:30,3,"found, scientists, university, like, climate"
641,2023-03-07T16:00:23+05:30,0,"solar, space, earth, moon, asteroid"
642,2023-03-04T14:55:26+05:30,4,"cells, patients, cancer, virus, found"
643,2023-03-04T14:07:21+05:30,3,"found, scientists, university, like, climate"
644,2023-03-03T21:28:22+05:30,3,"found, scientists, university, like, climate"
645,2023-03-02T23:03:18+05:30,3,"found, scientists, university, like, climate"
646,2023-03-02T15:43:34+05:30,1,"space, nasa, mission, launch, astronauts"
647,2023-02-28T15:56:31+05:30,2,"space, mission, launch, isro, indian"
648,2023-02-28T14:28:16+05:30,2,"space, mission, launch, isro, indian"
649,2023-02-27T03:00:16+05:30,1,"space, nasa, mission, launch, astronauts"
650,2023-02-26T15:22:46+05:30,0,"solar, space, earth, moon, asteroid"
651,2023-02-25T11:33:26+05:30,0,"solar, space, earth, moon, asteroid"
652,2023-02-25T10:40:15+05:30,4,"cells, patients, cancer, virus, found"
653,2023-02-24T15:23:12+05:30,0,"solar, space, earth, moon, asteroid"
654,2023-02-24T12:14:48+05:30,4,"cells, patients, cancer, virus, found"
655,2023-02-24T06:09:38+05:30,1,"space, nasa, mission, launch, astronauts"
656,2023-02-23T14:05:59+05:30,4,"cells, patients, cancer, virus, found"
657,2023-02-22T15:44:41+05:30,0,"solar, space, earth, moon, asteroid"
658,2023-02-21T13:57:46+05:30,1,"space, nasa, mission, launch, astronauts"
659,2023-02-21T05:46:38+05:30,4,"cells, patients, cancer, virus, found"
660,2023-02-19T11:07:42+05:30,3,"found, scientists, university, like, climate"
661,2023-02-17T14:09:06+05:30,3,"found, scientists, university, like, climate"
662,2023-02-17T12:36:57+05:30,4,"cells, patients, cancer, virus, found"
663,2023-02-16T18:32:10+05:30,4,"cells, patients, cancer, virus, found"
664,2023-02-16T14:46:36+05:30,4,"cells, patients, cancer, virus, found"
665,2023-02-16T14:06:17+05:30,3,"found, scientists, university, like, climate"
666,2023-02-15T12:43:37+05:30,4,"cells, patients, cancer, virus, found"
667,2023-02-13T18:43:48+05:30,0,"solar, space, earth, moon, asteroid"
668,2023-02-11T13:22:04+05:30,0,"solar, space, earth, moon, asteroid"
669,2023-02-11T10:53:13+05:30,3,"found, scientists, university, like, climate"
670,2023-02-11T10:31:50+05:30,0,"solar, space, earth, moon, asteroid"
671,2023-02-10T16:24:19+05:30,0,"solar, space, earth, moon, asteroid"
672,2023-02-09T15:03:17+05:30,4,"cells, patients, cancer, virus, found"
673,2023-02-09T15:00:26+05:30,4,"cells, patients, cancer, virus, found"
674,2023-02-09T13:23:56+05:30,4,"cells, patients, cancer, virus, found"
675,2023-02-08T11:54:38+05:30,1,"space, nasa, mission, launch, astronauts"
676,2023-02-07T12:20:29+05:30,0,"solar, space, earth, moon, asteroid"
677,2023-02-05T07:33:38+05:30,1,"space, nasa, mission, launch, astronauts"
678,2023-02-04T07:40:09+05:30,0,"solar, space, earth, moon, asteroid"
679,2023-02-02T13:16:16+05:30,4,"cells, patients, cancer, virus, found"
680,2023-02-02T11:53:27+05:30,4,"cells, patients, cancer, virus, found"
681,2023-01-31T19:17:23+05:30,3,"found, scientists, university, like, climate"
682,2023-01-30T14:36:22+05:30,1,"space, nasa, mission, launch, astronauts"
683,2023-01-28T17:15:46+05:30,3,"found, scientists, university, like, climate"
684,2023-01-28T13:52:46+05:30,3,"found, scientists, university, like, climate"
685,2023-01-26T05:25:01+05:30,0,"solar, space, earth, moon, asteroid"
686,2023-01-24T17:51:29+05:30,4,"cells, patients, cancer, virus, found"
687,2023-01-24T17:50:27+05:30,4,"cells, patients, cancer, virus, found"
688,2023-01-24T17:02:53+05:30,3,"found, scientists, university, like, climate"
689,2023-01-23T13:09:19+05:30,3,"found, scientists, university, like, climate"
690,2023-01-23T11:41:51+05:30,3,"found, scientists, university, like, climate"
691,2023-01-22T23:07:22+05:30,3,"found, scientists, university, like, climate"
692,2023-01-21T21:17:12+05:30,3,"found, scientists, university, like, climate"
693,2023-01-21T14:32:34+05:30,4,"cells, patients, cancer, virus, found"
694,2023-01-18T23:09:49+05:30,3,"found, scientists, university, like, climate"
695,2023-01-17T12:32:00+05:30,4,"cells, patients, cancer, virus, found"
696,2023-01-14T11:08:49+05:30,3,"found, scientists, university, like, climate"
697,2023-01-13T19:47:16+05:30,1,"space, nasa, mission, launch, astronauts"
698,2023-01-11T09:03:40+05:30,4,"cells, patients, cancer, virus, found"
699,2023-01-10T15:44:30+05:30,0,"solar, space, earth, moon, asteroid"
700,2023-01-09T21:35:37+05:30,1,"space, nasa, mission, launch, astronauts"
701,2023-01-08T22:36:03+05:30,4,"cells, patients, cancer, virus, found"
702,2023-01-07T09:38:19+05:30,1,"space, nasa, mission, launch, astronauts"
703,2023-01-05T13:38:54+05:30,3,"found, scientists, university, like, climate"
704,2023-01-04T08:20:04+05:30,0,"solar, space, earth, moon, asteroid"
705,2023-01-03T14:41:35+05:30,3,"found, scientists, university, like, climate"
706,2023-01-02T22:52:00+05:30,3,"found, scientists, university, like, climate"
707,2023-01-01T17:34:51+05:30,4,"cells, patients, cancer, virus, found"
708,2022-12-31T17:41:13+05:30,2,"space, mission, launch, isro, indian"
709,2022-12-31T13:14:38+05:30,3,"found, scientists, university, like, climate"
710,2022-12-27T20:23:08+05:30,3,"found, scientists, university, like, climate"
711,2022-12-27T16:29:33+05:30,4,"cells, patients, cancer, virus, found"
712,2022-12-26T19:10:49+05:30,3,"found, scientists, university, like, climate"
713,2022-12-25T20:50:28+05:30,4,"cells, patients, cancer, virus, found"
714,2022-12-24T12:25:58+05:30,3,"found, scientists, university, like, climate"
715,2022-12-23T15:18:05+05:30,3,"found, scientists, university, like, climate"
716,2022-12-21T11:43:55+05:30,3,"found, scientists, university, like, climate"
717,2022-12-19T21:29:17+05:30,0,"solar, space, earth, moon, asteroid"
718,2022-12-18T19:48:19+05:30,3,"found, scientists, university, like, climate"
719,2022-12-17T17:44:02+05:30,4,"cells, patients, cancer, virus, found"
720,2022-12-17T13:17:24+05:30,0,"solar, space, earth, moon, asteroid"
721,2022-12-15T16:29:59+05:30,3,"found, scientists, university, like, climate"
722,2022-12-14T21:29:33+05:30,3,"found, scientists, university, like, climate"
723,2022-12-13T07:44:15+05:30,4,"cells, patients, cancer, virus, found"
724,2022-12-12T03:19:30+05:30,1,"space, nasa, mission, launch, astronauts"
725,2022-12-11T09:46:21+05:30,1,"space, nasa, mission, launch, astronauts"
726,2022-12-08T23:51:34+05:30,0,"solar, space, earth, moon, asteroid"
727,2022-12-08T22:57:46+05:30,4,"cells, patients, cancer, virus, found"
728,2022-12-08T14:53:29+05:30,3,"found, scientists, university, like, climate"
729,2022-12-06T09:14:25+05:30,1,"space, nasa, mission, launch, astronauts"
730,2022-12-05T13:17:14+05:30,3,"found, scientists, university, like, climate"
731,2022-12-04T19:50:09+05:30,1,"space, nasa, mission, launch, astronauts"
732,2022-12-04T16:58:42+05:30,4,"cells, patients, cancer, virus, found"
733,2022-12-03T09:08:08+05:30,3,"found, scientists, university, like, climate"
734,2022-12-02T13:15:20+05:30,4,"cells, patients, cancer, virus, found"
735,2022-12-02T05:30:52+05:30,3,"found, scientists, university, like, climate"
736,2022-11-30T15:35:20+05:30,4,"cells, patients, cancer, virus, found"
737,2022-11-29T07:09:18+05:30,3,"found, scientists, university, like, climate"
738,2022-11-26T08:46:34+05:30,0,"solar, space, earth, moon, asteroid"
